genre,fullplot,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci-fi,short,sport,thriller,war,western
"['drama', 'horror', 'thriller']","May Oster, played by Athena Lebessis, is a beautiful, pensive, somber woman in her mid twenties; a beautiful woman that discovers her boyfriend's bloody scarf in her apartment following a black-out episode. This unearthed white scarf covered in crimson drives May to attempt suicide. May is taken to a psychiatric ward under the care and influence of Dr. Ballard, a fifty-eight year old psychiatrist/acclaimed author, played by Eric Roberts. May is immediately thrown into seclusion. Detective James Harding, played by Jake Busey, appears to question May about a horrific murder. This questioning thrusts May into narrating an in-depth story about an unnamed woman's involvement with unsavory characters leading to multiple murders. Will May regain her sanity, restore her normal life and unravel the mystery of her true love? Only time will tell.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"['action', 'drama', 'romance']","Disowned by his parents at a young age Pratap Narayan Tilak ended up in a small time village controlled by underworld dons and some very powerful and influential politicians. Lazy, alcoholic and unemployed Pratap being influence by a journalist called Mega Dixit attempts to make people of that community independent and beneficiary. Because of state owned members and some members from within the police force, Pratab is forced to take the law into his own hands creating more chaos in his society.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"['sci-fi', 'drama']","Based upon the famous novel by H.G.Wells. A poor scientist named Griffin discovers a way to make things invisible. Since he has no money to continue his research, he decides to perform his only experiment on himself. After becoming invisible, Griffin has a lot of trouble trying to conceal this from other people.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
['family'],"Respite that is needed to ponder over your relationships, respite to talk to their Near and dear ones, respite to hear the problems of their family and relatives, Respite to share their problems with their friends and well wishers. KSHANBHAR VISHRANTI is the story of four young couples sharing a strong band of friendship, a story about their dreams and aspirations, a story about the blossoming love between them. These four young couples are the representatives of today's youth, who are hard working and will not leave any stone unturned in order to achieve their goals. Always ready to prove their mettle and with their ability to understand and support each other they manage to create a platform that helps them move ahead in life. A thought provoking film with a philosophy of its own, this is a sheer poetry on celluloid.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['action', 'adventure', 'sci-fi']","FANTASTIC FOUR, a contemporary re-imagining of Marvel's original and longest-running superhero team, centers on four young outsiders who teleport to an alternate and dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['comedy', 'musical', 'romance']","B.G. Bruno, a rich bachelor, the head of a successful greeting-card company in Scotland, is essentially a kind man but respectable to the point of stodginess and extreme stuffiness. An American troupe visiting Edinburgh wants to produce a musical in town but has trouble getting backers. Bruno meets several of the leading ladies of the show; through a misunderstanding he doesn't correct they think that he's a newspaper reporter. He falls in love with one of the women, who reciprocates; he grows more lively and friendly, to the surprise of his employees. After a series of mishaps and comic incidents comes a happy ending: a successful show and true love.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
['comedy'],A naive young Irishman starts a relationship with a sexy call girl; and together they hatch a plan to open a brothel using the proceeds from the farm he recently inherited.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['adventure', 'crime', 'sport']","A bus-load of cheerleaders is hijacked and held for a $2 million ransom. After several comic and arousing interactions, eventually the girls are forced by their captors to participate in a topless ""beauty pageant"" in which they must pose before their captor-""judges"" in nothing but their underwear.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
['drama'],"A workaholic wakes up to find himself stuck in a time warp. What follows is a series of bizarre events, until he meets a mystery man who gives him life-changing lessons.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['action', 'crime', 'drama']","Red is an aging scam-artist who's just been released from prison together with Ronnie, a young and not-so-bright hoodlum who is easily manipulated. Their new business is to organize fake-money sales and then kill the buyer to take his money; but when Ronnie kills an undercover secret service agent, his partner Jimmy Mercer vows revenge and is given one week to catch the killers before being transferred.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
